claim_id,claim_date,sale_id,repair_status
21066,2024-04-06,95757,Paid Repaired
21067,2023-01-11,567809,Paid Repaired
21068,2023-05-11,662003,Warranty Void
21069,2024-04-12,289445,Paid Repaired
21070,2022-07-14,854035,Paid Repaired
21071,2022-04-06,102268,Paid Repaired
21072,2024-10-27,626979,Paid Repaired
21073,2023-03-02,227031,Paid Repaired
21074,2023-12-29,374318,Paid Repaired
21075,2024-05-08,665399,Paid Repaired
21076,2022-08-08,857534,Paid Repaired
21077,2022-07-09,380263,Paid Repaired
21078,2023-07-19,253427,Paid Repaired
21079,2023-03-03,293995,Warranty Void
21080,2022-05-08,427942,Paid Repaired
21081,2023-03-10,168903,Paid Repaired
21082,2024-02-18,189331,Paid Repaired
21083,2022-12-22,850233,Paid Repaired
21084,2022-04-11,565529,Paid Repaired
21085,2022-11-05,721738,Paid Repaired
21086,2023-07-01,331858,Paid Repaired
21087,2023-12-27,564230,Paid Repaired
21088,2023-12-27,437958,Paid Repaired
21089,2022-10-12,567249,Paid Repaired
21090,2022-10-14,101417,Warranty Void
21091,2022-05-25,74442,Warranty Void
21092,2024-04-28,382697,Paid Repaired
21093,2022-10-09,633250,Paid Repaired
21094,2023-12-06,168012,Paid Repaired
21095,2024-02-03,407343,Paid Repaired
21096,2022-06-21,633795,Paid Repaired
21097,2025-01-10,485877,Warranty Void
21098,2024-11-23,176294,Paid Repaired
21099,2022-06-09,481225,Paid Repaired
21100,2024-03-12,237054,Paid Repaired
21101,2025-02-28,490709,Warranty Void
21102,2023-09-10,656230,Paid Repaired
21103,2023-06-03,793049,Warranty Void
21104,2022-07-08,757610,Warranty Void
21105,2024-12-16,794591,Paid Repaired
21106,2024-03-06,510024,Paid Repaired
21107,2022-04-07,514928,Paid Repaired
21108,2023-02-08,599671,Paid Repaired
21109,2024-10-06,897412,Paid Repaired
21110,2022-06-05,331130,Paid Repaired
21111,2022-05-07,203476,Paid Repaired
21112,2023-01-04,325030,Paid Repaired
21113,2023-08-31,476163,Warranty Void
21114,2022-03-17,614754,Paid Repaired
21115,2024-11-19,707423,Paid Repaired
21116,2024-10-08,218749,Paid Repaired
21117,2024-02-16,727057,Warranty Void
21118,2022-10-11,346833,Paid Repaired
21119,2022-03-17,504645,Paid Repaired
21120,2023-06-30,103228,Paid Repaired
21121,2023-10-24,702303,Paid Repaired
21122,2023-12-24,311980,Warranty Void
21123,2024-03-24,48761,Paid Repaired
21124,2023-05-09,639281,Paid Repaired
21125,2022-03-10,666981,Warranty Void
21126,2022-12-19,63501,Paid Repaired
21127,2024-04-19,324020,Paid Repaired
21128,2023-09-10,14190,Paid Repaired
21129,2024-01-18,317097,Paid Repaired
21130,2024-07-22,363596,Paid Repaired
21131,2025-01-19,404476,Paid Repaired
21132,2022-03-26,708923,Paid Repaired
21133,2023-09-26,651499,Warranty Void
21134,2024-06-26,254934,Paid Repaired
21135,2024-03-17,706372,Paid Repaired
21136,2024-03-02,856609,Paid Repaired
21137,2022-12-23,338403,Paid Repaired
21138,2022-05-12,743824,Paid Repaired
21139,2024-11-24,407297,Paid Repaired
21140,2022-05-08,530510,Paid Repaired
21141,2023-07-12,752860,Paid Repaired
21142,2024-06-25,146643,Paid Repaired
21143,2024-12-13,78153,Paid Repaired
21144,2022-04-15,764197,Paid Repaired
21145,2024-04-25,712470,Paid Repaired
21146,2022-03-07,172610,Paid Repaired
21147,2022-04-07,723923,Paid Repaired
21148,2022-06-21,153257,Paid Repaired
21149,2024-08-15,425264,Paid Repaired
21150,2024-01-22,641840,Paid Repaired
21151,2024-06-13,97097,Paid Repaired
21152,2023-12-31,808781,Paid Repaired
21153,2023-01-27,188909,Paid Repaired
21154,2023-10-25,398777,Warranty Void
21155,2023-01-30,293342,Paid Repaired
21156,2022-04-18,696062,Paid Repaired
21157,2022-06-04,586019,Paid Repaired
21158,2023-04-12,528055,Warranty Void
21159,2023-07-30,617400,Warranty Void
21160,2023-07-14,161525,Paid Repaired
21161,2023-03-08,529491,Warranty Void
21162,2024-07-20,728969,Paid Repaired
21163,2022-03-29,282949,Warranty Void
21164,2024-11-28,258873,Paid Repaired
21165,2024-12-22,865218,Paid Repaired
21166,2022-08-11,298540,Paid Repaired
21167,2022-10-11,480014,Paid Repaired
21168,2024-09-17,10681,Paid Repaired
21169,2023-05-17,253493,Paid Repaired
21170,2022-07-31,86213,Paid Repaired
21171,2025-01-05,148928,Paid Repaired
21172,2023-12-15,410369,Warranty Void
21173,2024-11-21,700098,Paid Repaired
21174,2023-12-30,276076,Warranty Void
21175,2024-06-21,422130,Paid Repaired
21176,2023-07-24,434530,Paid Repaired
21177,2024-11-16,120221,Paid Repaired
21178,2025-01-17,629146,Paid Repaired
21179,2024-11-13,585934,Paid Repaired
21180,2024-11-20,439955,Paid Repaired
21181,2025-01-12,15691,Paid Repaired
21182,2024-11-02,685482,Paid Repaired
21183,2022-10-08,730239,Paid Repaired
21184,2024-01-10,367804,Warranty Void
21185,2025-02-08,193085,Warranty Void
21186,2023-03-22,841124,Paid Repaired
21187,2022-03-22,604759,Paid Repaired
21188,2022-09-28,15838,Paid Repaired
21189,2023-04-23,7864,Paid Repaired
21190,2023-09-18,198585,Paid Repaired
21191,2023-09-21,330824,Paid Repaired
21192,2024-10-16,451009,Warranty Void
21193,2023-12-29,375868,Warranty Void
21194,2022-07-06,366209,Warranty Void
21195,2024-11-21,817297,Paid Repaired
21196,2022-04-25,696114,Warranty Void
21197,2024-04-13,881296,Paid Repaired
21198,2023-07-14,224504,Paid Repaired
21199,2023-09-05,530710,Paid Repaired
21200,2025-02-25,469868,Paid Repaired
21201,2023-08-30,6837,Paid Repaired
21202,2022-07-18,627833,Paid Repaired
21203,2022-05-07,511096,Paid Repaired
21204,2022-11-24,654668,Paid Repaired
21205,2025-02-17,624076,Paid Repaired
21206,2024-04-20,678256,Paid Repaired
21207,2024-02-14,753129,Paid Repaired
21208,2024-08-25,705404,Paid Repaired
21209,2025-01-08,718917,Paid Repaired
21210,2022-09-22,856438,Paid Repaired
21211,2022-09-01,239884,Warranty Void
21212,2023-03-28,734344,Paid Repaired
21213,2024-07-20,118482,Warranty Void
21214,2022-11-01,555027,Paid Repaired
21215,2024-12-14,43316,Paid Repaired
21216,2024-10-24,490293,Warranty Void
21217,2025-01-25,365252,Paid Repaired
21218,2024-07-08,709821,Paid Repaired
21219,2022-06-27,625908,Paid Repaired
21220,2025-01-29,101945,Paid Repaired
21221,2022-09-27,336014,Paid Repaired
21222,2024-05-23,630080,Paid Repaired
21223,2024-02-19,661272,Warranty Void
21224,2022-04-24,104047,Paid Repaired
21225,2023-07-17,724892,Paid Repaired
21226,2023-01-16,595284,Paid Repaired
21227,2024-05-21,665882,Paid Repaired
21228,2023-02-13,82498,Paid Repaired
21229,2024-01-05,304840,Paid Repaired
21230,2023-01-06,2487,Paid Repaired
21231,2023-07-22,219535,Warranty Void
21232,2024-10-14,222118,Paid Repaired
21233,2024-12-24,730126,Warranty Void
21234,2023-09-13,276360,Paid Repaired
21235,2022-10-06,195303,Paid Repaired
21236,2024-06-04,882070,Paid Repaired
21237,2024-11-03,490977,Paid Repaired
21238,2024-07-12,351118,Paid Repaired
21239,2024-02-26,57511,Paid Repaired
21240,2022-04-09,260653,Paid Repaired
21241,2023-03-08,74925,Paid Repaired
21242,2024-12-01,198769,Paid Repaired
21243,2023-03-13,721546,Warranty Void
21244,2024-08-31,379902,Paid Repaired
21245,2023-02-03,809240,Paid Repaired
21246,2022-08-12,185746,Paid Repaired
21247,2024-09-03,352553,Paid Repaired
21248,2023-05-21,809469,Paid Repaired
21249,2024-04-20,472035,Warranty Void
21250,2024-11-22,270651,Paid Repaired
21251,2024-11-03,678366,Paid Repaired
21252,2024-10-11,340088,Paid Repaired
21253,2022-08-06,245572,Paid Repaired
21254,2022-10-22,578676,Paid Repaired
21255,2024-11-26,675448,Paid Repaired
21256,2024-11-20,559711,Warranty Void
21257,2022-04-07,102639,Warranty Void
21258,2022-11-09,766240,Paid Repaired
21259,2024-11-26,375402,Paid Repaired
21260,2022-11-22,49742,Paid Repaired
21261,2022-05-06,24811,Paid Repaired
21262,2023-03-06,150759,Paid Repaired
21263,2023-08-22,824872,Paid Repaired
21264,2022-06-20,142046,Paid Repaired
21265,2024-10-10,788372,Paid Repaired
21266,2023-03-31,434846,Warranty Void
21267,2024-11-28,113103,Paid Repaired
21268,2024-09-18,2101,Warranty Void
21269,2024-08-30,92961,Warranty Void
21270,2025-01-09,28950,Warranty Void
21271,2022-03-15,890962,Paid Repaired
21272,2025-01-04,154880,Paid Repaired
21273,2023-08-22,601589,Paid Repaired
21274,2023-02-12,840521,Warranty Void
21275,2022-05-15,568546,Warranty Void
21276,2024-05-28,35856,Paid Repaired
21277,2024-10-22,240659,Warranty Void
21278,2024-08-31,775826,Warranty Void
21279,2023-08-19,451863,Paid Repaired
21280,2024-01-05,754425,Paid Repaired
21281,2023-10-03,375591,Paid Repaired
21282,2023-06-13,364980,Paid Repaired
21283,2024-02-29,490320,Paid Repaired
21284,2023-10-18,592411,Paid Repaired
21285,2022-06-17,125527,Paid Repaired
21286,2023-06-26,341657,Paid Repaired
21287,2022-05-14,767566,Paid Repaired
21288,2022-07-31,380255,Paid Repaired
21289,2025-01-30,550232,Warranty Void
21290,2023-12-19,525019,Paid Repaired
21291,2024-06-24,554647,Paid Repaired
21292,2022-09-18,808891,Paid Repaired
21293,2024-12-23,24894,Paid Repaired
21294,2023-11-18,353608,Paid Repaired
21295,2024-06-02,730800,Warranty Void
21296,2022-03-13,513849,Warranty Void
21297,2025-02-02,304545,Paid Repaired
21298,2023-02-24,506437,Paid Repaired
21299,2022-06-05,471743,Warranty Void
21300,2022-08-15,326553,Paid Repaired
21301,2025-01-15,450624,Paid Repaired
21302,2023-08-26,3010,Warranty Void
21303,2023-12-31,271444,Paid Repaired
21304,2022-05-22,315486,Paid Repaired
21305,2023-09-28,318034,Paid Repaired
21306,2022-09-12,682794,Paid Repaired
21307,2022-04-04,711883,Paid Repaired
21308,2025-01-13,16177,Paid Repaired
21309,2022-11-25,418448,Paid Repaired
21310,2025-01-11,767305,Paid Repaired
21311,2022-07-10,801223,Paid Repaired
21312,2024-11-08,637014,Paid Repaired
21313,2022-09-01,811114,Paid Repaired
21314,2023-07-07,123307,Paid Repaired
21315,2024-02-15,798615,Paid Repaired
21316,2023-07-22,663363,Paid Repaired
21317,2023-10-23,178529,Warranty Void
21318,2024-06-28,281020,Paid Repaired
21319,2023-03-13,192097,Paid Repaired
21320,2022-06-15,177918,Paid Repaired
21321,2023-09-08,739735,Paid Repaired
21322,2022-05-30,29225,Paid Repaired
21323,2023-04-21,402306,Warranty Void
21324,2024-01-10,61785,Paid Repaired
21325,2024-06-05,15495,Warranty Void
21326,2022-09-04,626969,Paid Repaired
21327,2024-01-24,580767,Paid Repaired
21328,2024-11-15,253353,Paid Repaired
21329,2024-06-09,231046,Paid Repaired
21330,2025-01-07,21858,Paid Repaired
21331,2022-04-22,73303,Paid Repaired
21332,2022-07-31,577431,Paid Repaired
21333,2024-07-29,744951,Paid Repaired
21334,2022-03-05,552565,Paid Repaired
21335,2022-12-13,623082,Paid Repaired
21336,2023-07-25,483331,Paid Repaired
21337,2024-12-13,429296,Warranty Void
21338,2022-05-27,790102,Paid Repaired
21339,2023-07-05,574552,Warranty Void
21340,2023-04-01,762853,Paid Repaired
21341,2024-03-19,51443,Warranty Void
21342,2023-11-20,36332,Warranty Void
21343,2024-01-27,16595,Paid Repaired
21344,2022-07-29,87510,Paid Repaired
21345,2024-02-24,869790,Warranty Void
21346,2023-12-30,75205,Paid Repaired
21347,2022-08-10,595585,Paid Repaired
21348,2022-07-15,795153,Paid Repaired
21349,2022-12-09,670192,Paid Repaired
21350,2022-03-13,855822,Paid Repaired
21351,2024-08-03,695242,Paid Repaired
21352,2024-05-04,687316,Paid Repaired
21353,2023-08-31,778851,Warranty Void
21354,2024-01-28,854934,Paid Repaired
21355,2022-08-12,296237,Paid Repaired
21356,2023-10-22,593851,Paid Repaired
21357,2024-01-15,364294,Paid Repaired
21358,2022-05-10,456763,Warranty Void
21359,2023-08-03,633714,Paid Repaired
21360,2023-07-09,700295,Paid Repaired
21361,2024-04-09,52115,Paid Repaired
21362,2023-10-12,197086,Paid Repaired
21363,2024-05-10,657745,Paid Repaired
21364,2022-09-30,668866,Paid Repaired
21365,2022-12-27,688780,Paid Repaired
21366,2025-01-18,428114,Paid Repaired
21367,2022-05-10,249286,Warranty Void
21368,2024-01-29,180927,Warranty Void
21369,2024-12-18,631405,Paid Repaired
21370,2022-05-17,403958,Paid Repaired
21371,2022-08-01,889435,Warranty Void
21372,2024-09-11,649145,Paid Repaired
21373,2024-01-10,419909,Paid Repaired
21374,2023-04-28,871024,Paid Repaired
21375,2022-10-21,452424,Paid Repaired
21376,2022-08-25,81385,Warranty Void
21377,2023-01-02,180957,Paid Repaired
21378,2024-07-17,300063,Paid Repaired
21379,2022-03-20,527993,Paid Repaired
21380,2022-11-11,154235,Paid Repaired
21381,2023-05-15,350523,Paid Repaired
21382,2023-03-28,247072,Paid Repaired
21383,2023-02-14,58870,Paid Repaired
21384,2023-10-17,119650,Paid Repaired
21385,2024-06-09,605938,Paid Repaired
21386,2024-06-05,577712,Paid Repaired
21387,2024-01-24,251936,Paid Repaired
21388,2023-05-04,509283,Paid Repaired
21389,2023-05-27,69586,Paid Repaired
21390,2023-05-12,685625,Paid Repaired
21391,2023-11-01,780694,Paid Repaired
21392,2024-03-13,693128,Paid Repaired
21393,2024-01-11,729749,Paid Repaired
21394,2023-10-12,658423,Paid Repaired
21395,2022-10-22,712420,Paid Repaired
21396,2024-04-17,157749,Paid Repaired
21397,2024-02-24,797108,Paid Repaired
21398,2024-12-28,468990,Paid Repaired
21399,2024-06-28,72969,Warranty Void
21400,2023-08-24,575164,Paid Repaired
21401,2022-03-06,441739,Paid Repaired
21402,2024-11-26,162016,Paid Repaired
21403,2022-05-28,889426,Paid Repaired
21404,2023-07-10,360855,Paid Repaired
21405,2024-02-28,354647,Paid Repaired
21406,2024-07-01,642613,Warranty Void
21407,2024-12-15,87917,Paid Repaired
21408,2023-03-30,633237,Paid Repaired
21409,2024-06-02,94466,Paid Repaired
21410,2023-09-03,325242,Paid Repaired
21411,2022-08-06,249416,Paid Repaired
21412,2023-09-24,58652,Paid Repaired
21413,2022-12-01,270565,Warranty Void
21414,2023-05-10,510713,Paid Repaired
21415,2022-07-16,493074,Paid Repaired
21416,2024-02-29,52303,Paid Repaired
21417,2023-04-21,473972,Paid Repaired
21418,2022-11-29,286689,Paid Repaired
21419,2024-07-27,371127,Paid Repaired
21420,2024-05-27,362756,Warranty Void
21421,2022-03-18,229223,Warranty Void
21422,2024-01-06,150920,Paid Repaired
21423,2023-07-22,237006,Paid Repaired
21424,2023-04-07,280207,Paid Repaired
21425,2022-05-15,339344,Warranty Void
21426,2022-12-25,743268,Warranty Void
21427,2024-04-21,540399,Warranty Void
21428,2024-10-13,695300,Paid Repaired
21429,2024-04-05,886592,Paid Repaired
21430,2023-07-26,528924,Paid Repaired
21431,2023-01-03,71227,Paid Repaired
21432,2023-04-20,192752,Paid Repaired
21433,2024-04-21,349667,Paid Repaired
21434,2022-03-13,894861,Paid Repaired
21435,2025-02-01,189080,Paid Repaired
21436,2024-05-31,878774,Paid Repaired
21437,2022-08-10,588743,Paid Repaired
21438,2024-01-08,718507,Paid Repaired
21439,2022-12-06,824467,Paid Repaired
21440,2023-01-04,306573,Warranty Void
21441,2023-11-13,173096,Warranty Void
21442,2022-09-19,760930,Paid Repaired
21443,2024-04-09,280979,Paid Repaired
21444,2022-06-18,16775,Paid Repaired
21445,2023-04-14,495649,Warranty Void
21446,2022-03-15,278108,Paid Repaired
21447,2024-08-15,433390,Paid Repaired
21448,2024-08-06,790075,Paid Repaired
21449,2023-09-03,538552,Warranty Void
21450,2023-03-19,148793,Paid Repaired
21451,2024-10-11,116304,Paid Repaired
21452,2023-11-19,302536,Paid Repaired
21453,2023-08-01,502447,Paid Repaired
21454,2024-06-02,509448,Paid Repaired
21455,2022-04-24,607733,Paid Repaired
21456,2024-05-18,824010,Paid Repaired
21457,2025-02-28,102314,Paid Repaired
21458,2023-09-23,311626,Paid Repaired
21459,2024-10-23,828389,Paid Repaired
21460,2022-07-05,153419,Paid Repaired
21461,2022-06-08,492528,Paid Repaired
21462,2024-10-08,822961,Paid Repaired
21463,2024-03-13,607261,Paid Repaired
21464,2022-05-11,640434,Paid Repaired
21465,2023-04-18,79785,Paid Repaired
21466,2024-09-28,897572,Paid Repaired
21467,2024-12-27,686201,Paid Repaired
21468,2024-12-26,199068,Paid Repaired
21469,2024-04-03,488404,Paid Repaired
21470,2024-12-13,809225,Paid Repaired
21471,2022-05-29,830512,Warranty Void
21472,2023-02-22,816614,Paid Repaired
21473,2023-10-11,538707,Paid Repaired
21474,2022-07-11,427043,Paid Repaired
21475,2024-02-04,690328,Warranty Void
21476,2022-06-14,241327,Paid Repaired
21477,2022-10-27,518600,Paid Repaired
21478,2022-07-07,846694,Paid Repaired
21479,2023-08-28,830531,Paid Repaired
21480,2024-11-23,182569,Paid Repaired
21481,2024-07-25,432509,Paid Repaired
21482,2023-02-13,698677,Paid Repaired
21483,2023-03-04,698661,Paid Repaired
21484,2025-02-16,105129,Paid Repaired
21485,2023-07-05,390766,Paid Repaired
21486,2023-01-10,233012,Paid Repaired
21487,2023-11-15,512856,Paid Repaired
21488,2024-09-27,690266,Warranty Void
21489,2024-07-17,684955,Paid Repaired
21490,2024-05-01,801306,Warranty Void
21491,2024-03-15,346997,Paid Repaired
21492,2022-10-04,832476,Paid Repaired
21493,2023-10-15,826545,Paid Repaired
21494,2024-08-08,661621,Paid Repaired
21495,2025-02-02,893810,Paid Repaired
21496,2025-01-24,555578,Paid Repaired
21497,2024-06-26,750839,Warranty Void
21498,2023-05-08,836423,Paid Repaired
21499,2025-02-07,749945,Paid Repaired
21500,2023-07-30,332725,Paid Repaired
21501,2022-08-25,364666,Paid Repaired
21502,2022-03-15,652161,Paid Repaired
21503,2025-02-03,663747,Paid Repaired
21504,2024-09-07,734656,Paid Repaired
21505,2024-06-19,21655,Paid Repaired
21506,2022-04-23,196883,Paid Repaired
21507,2024-03-07,412682,Paid Repaired
21508,2024-10-22,576115,Warranty Void
21509,2022-09-19,781105,Warranty Void
21510,2022-07-14,876048,Paid Repaired
21511,2023-07-09,340244,Paid Repaired
21512,2022-09-02,882978,Paid Repaired
21513,2025-01-11,290985,Paid Repaired
21514,2022-08-19,791245,Warranty Void
21515,2024-07-04,609732,Warranty Void
21516,2023-09-19,35621,Warranty Void
21517,2025-02-07,431018,Warranty Void
21518,2024-06-17,837991,Paid Repaired
21519,2022-12-11,183499,Paid Repaired
21520,2023-12-21,821117,Paid Repaired
21521,2022-09-04,378354,Paid Repaired
21522,2022-08-10,391138,Paid Repaired
21523,2023-09-01,483006,Paid Repaired
21524,2024-05-22,62670,Paid Repaired
21525,2024-03-06,5205,Paid Repaired
21526,2023-10-11,839439,Warranty Void
21527,2023-01-08,655819,Paid Repaired
21528,2023-09-28,687428,Paid Repaired
21529,2022-12-16,217611,Paid Repaired
21530,2024-01-30,880957,Paid Repaired
21531,2024-10-25,679181,Warranty Void
21532,2023-11-26,557838,Paid Repaired
21533,2023-01-20,403961,Warranty Void
21534,2024-05-10,737920,Paid Repaired
21535,2023-07-05,802141,Paid Repaired
21536,2025-01-03,167168,Warranty Void
21537,2022-12-07,37591,Paid Repaired
21538,2023-11-04,201096,Paid Repaired
21539,2023-07-09,379621,Paid Repaired
21540,2024-05-16,153053,Warranty Void
21541,2024-02-27,464150,Paid Repaired
21542,2023-11-21,67908,Warranty Void
21543,2022-10-21,613213,Paid Repaired
21544,2022-10-09,143549,Paid Repaired
21545,2024-09-28,339569,Warranty Void
21546,2024-02-05,121596,Paid Repaired
21547,2024-09-15,485438,Warranty Void
21548,2022-12-02,403610,Paid Repaired
21549,2024-01-05,548636,Paid Repaired
21550,2022-04-26,483176,Paid Repaired
21551,2022-09-09,157636,Paid Repaired
21552,2023-07-27,312183,Paid Repaired
21553,2023-07-23,611782,Warranty Void
21554,2022-07-07,19030,Paid Repaired
21555,2023-06-22,230061,Paid Repaired
21556,2023-05-06,355546,Paid Repaired
21557,2023-09-17,687483,Paid Repaired
21558,2022-08-17,221884,Warranty Void
21559,2022-04-25,713341,Paid Repaired
21560,2022-06-08,783330,Paid Repaired
21561,2022-04-22,556847,Warranty Void
21562,2023-10-20,327948,Warranty Void
21563,2025-02-17,890080,Paid Repaired
21564,2022-12-05,543918,Paid Repaired
21565,2023-06-25,281627,Paid Repaired
21566,2024-12-22,234343,Paid Repaired
21567,2023-10-09,302161,Paid Repaired
21568,2024-12-29,730858,Paid Repaired
21569,2022-12-23,580449,Paid Repaired
21570,2023-06-28,210973,Paid Repaired
21571,2023-03-12,705768,Paid Repaired
21572,2024-03-16,120480,Paid Repaired
21573,2024-02-08,195491,Paid Repaired
21574,2024-03-22,196358,Paid Repaired
21575,2024-05-23,200968,Warranty Void
21576,2022-10-30,407476,Paid Repaired
21577,2024-02-20,609350,Paid Repaired
21578,2024-07-31,286422,Paid Repaired
21579,2024-03-22,300581,Paid Repaired
21580,2023-01-21,866120,Warranty Void
21581,2022-05-09,360284,Paid Repaired
21582,2022-06-01,97406,Paid Repaired
21583,2024-02-28,735364,Warranty Void
21584,2024-02-23,333695,Paid Repaired
21585,2024-07-22,367214,Paid Repaired
21586,2022-04-06,889920,Paid Repaired
21587,2023-08-18,48936,Warranty Void
21588,2024-02-01,89297,Paid Repaired
21589,2023-08-15,530651,Paid Repaired
21590,2024-01-03,552496,Paid Repaired
21591,2022-09-14,566127,Paid Repaired
21592,2023-09-28,361790,Paid Repaired
21593,2022-09-03,879826,Paid Repaired
21594,2023-12-27,526490,Paid Repaired
21595,2023-08-14,899385,Paid Repaired
21596,2022-08-02,27697,Paid Repaired
21597,2022-11-25,233776,Paid Repaired
21598,2025-02-13,449433,Paid Repaired
21599,2022-11-03,840249,Warranty Void
21600,2024-07-07,263877,Paid Repaired
21601,2024-02-09,775397,Paid Repaired
21602,2025-01-06,326346,Paid Repaired
21603,2023-08-23,684946,Paid Repaired
21604,2022-07-15,856918,Paid Repaired
21605,2023-01-30,639553,Paid Repaired
21606,2023-12-10,813304,Paid Repaired
21607,2024-12-01,619775,Paid Repaired
21608,2022-04-25,270979,Paid Repaired
21609,2022-06-29,422355,Paid Repaired
21610,2023-07-31,793680,Paid Repaired
21611,2024-08-10,336952,Paid Repaired
21612,2022-07-02,460076,Paid Repaired
21613,2024-01-25,895903,Paid Repaired
21614,2022-06-11,369577,Paid Repaired
21615,2023-10-18,400325,Paid Repaired
21616,2022-07-25,218163,Warranty Void
21617,2024-01-17,197740,Warranty Void
21618,2023-12-30,803974,Paid Repaired
21619,2025-01-28,27273,Paid Repaired
21620,2024-12-25,892222,Paid Repaired
21621,2023-06-09,546605,Warranty Void
21622,2024-09-23,780864,Warranty Void
21623,2025-01-28,510730,Paid Repaired
21624,2023-12-13,162705,Warranty Void
21625,2022-10-14,678746,Paid Repaired
21626,2022-04-20,878206,Paid Repaired
21627,2024-01-16,350736,Paid Repaired
21628,2023-03-13,231576,Paid Repaired
21629,2024-01-14,473583,Paid Repaired
21630,2024-03-19,876639,Paid Repaired
21631,2022-08-26,881034,Warranty Void
21632,2024-04-03,94320,Paid Repaired
21633,2022-11-06,169428,Warranty Void
21634,2024-08-27,277828,Paid Repaired
21635,2025-01-03,89025,Paid Repaired
21636,2024-06-20,773689,Warranty Void
21637,2023-10-09,876167,Paid Repaired
21638,2023-06-27,459858,Warranty Void
21639,2022-09-12,570452,Paid Repaired
21640,2025-01-14,39090,Paid Repaired
21641,2022-04-08,761953,Paid Repaired
21642,2022-05-06,682588,Paid Repaired
21643,2023-03-30,420414,Warranty Void
21644,2025-02-27,891130,Paid Repaired
21645,2024-11-22,752196,Paid Repaired
21646,2022-10-15,177006,Warranty Void
21647,2023-09-24,518274,Warranty Void
21648,2025-02-02,776176,Paid Repaired
21649,2023-01-27,298220,Paid Repaired
21650,2023-05-19,685272,Warranty Void
21651,2023-01-18,313711,Paid Repaired
21652,2024-02-21,307929,Warranty Void
21653,2024-04-20,239214,Paid Repaired
21654,2023-09-21,777614,Paid Repaired
21655,2023-10-06,447686,Paid Repaired
21656,2025-01-03,75889,Paid Repaired
21657,2024-02-19,727101,Paid Repaired
21658,2023-11-21,204240,Paid Repaired
21659,2023-12-04,614087,Paid Repaired
21660,2022-12-24,722907,Paid Repaired
21661,2022-05-07,709714,Paid Repaired
21662,2024-09-27,237678,Paid Repaired
21663,2023-04-12,75780,Paid Repaired
21664,2024-04-12,85362,Paid Repaired
21665,2023-06-27,895950,Paid Repaired
21666,2024-07-06,675484,Paid Repaired
21667,2023-01-05,418820,Paid Repaired
21668,2022-12-24,246751,Warranty Void
21669,2024-12-14,811038,Paid Repaired
21670,2023-12-26,215379,Warranty Void
21671,2024-12-18,377616,Paid Repaired
21672,2024-11-24,341068,Paid Repaired
21673,2022-07-11,123404,Paid Repaired
21674,2022-07-20,672075,Warranty Void
21675,2022-11-28,465789,Paid Repaired
21676,2024-11-02,481808,Warranty Void
21677,2023-03-21,735970,Paid Repaired
21678,2024-03-11,356848,Paid Repaired
21679,2024-12-26,820882,Warranty Void
21680,2023-02-09,484384,Warranty Void
21681,2024-11-17,433444,Paid Repaired
21682,2024-02-23,453850,Warranty Void
21683,2022-07-23,194756,Paid Repaired
21684,2025-02-28,720932,Paid Repaired
21685,2023-09-05,574569,Paid Repaired
21686,2024-06-14,138498,Paid Repaired
21687,2023-10-15,154307,Warranty Void
21688,2023-02-20,202122,Paid Repaired
21689,2023-08-12,807755,Warranty Void
21690,2023-05-19,624288,Paid Repaired
21691,2023-10-24,451752,Paid Repaired
21692,2023-02-09,190967,Warranty Void
21693,2024-07-11,564508,Paid Repaired
21694,2024-10-18,790480,Paid Repaired
21695,2024-12-14,195360,Paid Repaired
21696,2023-04-06,685822,Paid Repaired
21697,2024-01-23,640490,Paid Repaired
21698,2024-10-17,850669,Paid Repaired
21699,2024-03-21,870195,Paid Repaired
21700,2022-12-21,656786,Paid Repaired
21701,2022-05-25,885313,Paid Repaired
21702,2022-08-25,856936,Paid Repaired
21703,2023-05-26,305527,Paid Repaired
21704,2023-05-05,858724,Paid Repaired
21705,2022-09-02,399915,Warranty Void
21706,2023-12-24,556378,Paid Repaired
21707,2023-10-03,800932,Paid Repaired
21708,2024-06-26,496071,Paid Repaired
21709,2022-09-04,833689,Paid Repaired
21710,2024-10-09,612238,Paid Repaired
21711,2022-12-05,883352,Warranty Void
21712,2024-12-23,369594,Paid Repaired
21713,2024-02-17,420964,Warranty Void
21714,2024-02-22,124640,Paid Repaired
21715,2022-07-13,375321,Paid Repaired
21716,2022-10-28,798719,Paid Repaired
21717,2024-03-31,259636,Paid Repaired
21718,2024-12-25,516741,Paid Repaired
21719,2023-04-24,270227,Paid Repaired
21720,2022-04-15,786164,Warranty Void
21721,2023-04-05,181289,Paid Repaired
21722,2022-10-06,14973,Paid Repaired
21723,2025-01-07,668173,Paid Repaired
21724,2024-09-14,874840,Paid Repaired
21725,2023-03-17,147324,Paid Repaired
21726,2023-03-24,742853,Paid Repaired
21727,2023-03-11,496000,Warranty Void
21728,2023-01-01,357119,Paid Repaired
21729,2023-06-28,783726,Warranty Void
21730,2022-08-12,364056,Paid Repaired
21731,2023-07-11,318774,Paid Repaired
21732,2023-12-31,893421,Paid Repaired
21733,2022-06-15,540331,Paid Repaired
21734,2023-09-07,380254,Paid Repaired
21735,2024-09-07,702739,Paid Repaired
21736,2024-11-16,742078,Paid Repaired
21737,2022-08-07,700469,Paid Repaired
